Delivery_person_Age,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance (in km)
26.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,21,7.705941974795929
38.0,Cloudy,High,1,scooter,1.0,No,Urban,25,6.164143763345328
32.0,Stormy,Jam,1,scooter,0.0,No,Urban,35,17.25937671693666
32.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,30,19.880688906108812
33.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,22,10.706184356730287
20.0,Windy,High,1,scooter,0.0,No,Urban,10,6.1173690615583665
20.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,19,1.51798712661804
35.0,Sunny,Low,2,scooter,1.0,No,Urban,11,3.06801652533814
26.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,11,3.0990100939449827
22.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,28,10.846013590625741
35.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,33,10.844094035054757
,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,33,12.2161949334661
37.0,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,52,13.661199383826538
28.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,22,16.797998791306554
37.0,Fog,Low,1,scooter,1.0,No,Urban,16,3.0227804656534882
23.0,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,11,9.1598473686937
27.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,25,9.296712100181459
37.0,Cloudy,Medium,0,motorcycle,1.0,No,Urban,26,6.19680534366793
33.0,Sunny,High,2,scooter,1.0,No,Metropolitian,18,1.5179748068736865
31.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,16,6.0286740052559145
31.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,23,17.044988256333504
25.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,15,4.707104052532131
28.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,36,12.438888551921162
31.0,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,16,9.107220024938373
24.0,Sunny,Medium,0,motorcycle,0.0,No,Urban,19,13.994592406584347
39.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,27,13.37733285955016
39.0,Fog,Jam,2,scooter,1.0,No,Semi-Urban,49,12.552275755914396
32.0,Windy,Low,2,scooter,0.0,No,,20,1.4881912567305338
36.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,30,9.414207472710384
25.0,Sandstorms,Low,1,scooter,0.0,No,Urban,18,11.902753837483976
33.0,Sunny,Jam,2,scooter,0.0,No,Metropolitian,22,4.654256824131883
30.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,34,10.624594799022637
33.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,24,16.790293751513897
36.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,17,6.118069582492733
21.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,14,2.992439854304365
39.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,30,7.335684979628507
23.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,15,3.1380694073889375
35.0,Fog,Medium,2,scooter,1.0,No,Urban,16,6.276138627413788
39.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,36,13.944598794232533
22.0,Sunny,High,1,scooter,1.0,No,Urban,18,6.071959804867862
32.0,Fog,Medium,1,scooter,0.0,No,Metropolitian,17,6.071422120848535
24.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,15,12.552275755914396
29.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,17,3.1380694073889375
,,,1,scooter,0.0,No,Metropolitian,19,6.1983397369141935
26.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,10,9.204061108012812
20.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,27,7.845173108613386
35.0,Sandstorms,Jam,1,motorcycle,2.0,No,Metropolitian,37,13.942135995521298
39.0,Fog,Jam,1,scooter,2.0,No,Metropolitian,44,13.945658037651098
34.0,Windy,High,2,electric_scooter,1.0,No,Metropolitian,28,6.049848888722569
27.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,42,17.04433026158667
30.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,25,17.25937671693666
25.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,39,17.03932066407865
25.0,Stormy,Medium,0,motorcycle,0.0,No,Urban,20,16.790293751513897
30.0,Stormy,High,1,motorcycle,1.0,No,Metropolitian,31,2.9760382618044683
24.0,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,13,9.204543446314432
39.0,Stormy,Jam,1,motorcycle,,No,Metropolitian,28,7.648215327844155
25.0,Windy,High,1,scooter,1.0,No,Urban,19,6.164026189217134
37.0,Fog,Low,0,motorcycle,2.0,Yes,Urban,42,12.189899417672075
24.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,23,1.5496181081278617
25.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,39,16.87292741872069
32.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,25,1.5072188473775159
34.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,15,6019.211230800504
38.0,Cloudy,Low,2,scooter,1.0,No,Urban,15,3.0207066398204954
36.0,Sunny,Medium,2,electric_scooter,0.0,No,Metropolitian,15,13.391515800863722
25.0,Stormy,Jam,1,motorcycle,,No,Metropolitian,15,16.695945260596357
29.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,18,7.756832982430433
36.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,29,13.750484667228228
33.0,Fog,Low,0,motorcycle,0.0,No,Metropolitian,20,7.774259486970199
36.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,39,6.2054267911859675
21.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,19,16.824024800777703
25.0,Cloudy,Low,1,scooter,1.0,No,Urban,19,4.601882860109106
23.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,17,19.846613904419858
25.0,Stormy,Low,2,motorcycle,1.0,No,Urban,15,1.5549023823647297
24.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,19,3.020916215301368
27.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29,13.944427583887085
23.0,Cloudy,Low,2,scooter,1.0,No,Urban,22,16.80256330471995
21.0,Fog,Jam,1,scooter,0.0,No,Metropolitian,42,20.16747676677092
27.0,Sandstorms,Low,2,scooter,0.0,No,Urban,12,3.0359027903496822
32.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,38,20.212460530271784
25.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23,16.695279587363153
39.0,Cloudy,Low,1,scooter,0.0,No,Metropolitian,15,2.980982302644845
27.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,24,12.14251877438058
39.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,37,16.793999796074814
31.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,24,7.747259356564115
31.0,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,13,9.04302772134966
20.0,Cloudy,Low,0,motorcycle,0.0,No,,16,1.5514770796415487
36.0,Cloudy,Medium,0,motorcycle,1.0,No,Urban,42,12.056953151951015
20.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17,13.561204009757175
24.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25,4.464417671579878
,,,3,electric_scooter,0.0,No,Metropolitian,25,16.6351168936998
39.0,Fog,Medium,1,scooter,0.0,No,Metropolitian,39,16.610672955997156
37.0,Sunny,High,2,scooter,0.0,No,Metropolitian,18,6.219419664894865
32.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,28,6.19680534366793
22.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,18,7.4519201744257
23.0,Windy,Low,1,scooter,0.0,No,Metropolitian,18,20.212460530271784
33.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,49,16.577488524535223
23.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,15,4.53364788897892
27.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21,12.396712257294642
34.0,Sunny,High,2,scooter,0.0,No,Metropolitian,23,6.108440050157439
26.0,Fog,Low,2,scooter,1.0,No,Urban,11,1.5180601842214017
31.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25,9.074471773144907
32.0,Fog,Low,2,motorcycle,0.0,No,Metropolitian,18,3.0592417522807835
27.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,14,3.020731790895242
21.0,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,36,13.945658037651098
28.0,Fog,Low,1,motorcycle,,No,Metropolitian,18,7.747793362638613
24.0,Fog,Medium,1,scooter,1.0,No,Urban,17,6.276138627413788
33.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,28,1.5341291142656948
20.0,Fog,Jam,0,motorcycle,0.0,Yes,Metropolitian,44,13.945629461520687
31.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20,9.32931954189402
,Stormy,Low,2,scooter,0.0,No,,19,4.588712137571156
36.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,35,10.586720360323753
31.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,50,17.042634005429182
39.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34,9.20451275105084
29.0,Sunny,Jam,2,electric_scooter,,No,Metropolitian,17,12.1426704162829
29.0,Sandstorms,High,1,scooter,0.0,No,Urban,23,6.0714137610243695
37.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,27,4.664602978341938
33.0,Cloudy,High,0,motorcycle,0.0,No,Urban,26,6.276138627413788
31.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,35,10.69100092566136
37.0,Windy,High,0,motorcycle,1.0,No,Urban,41,6.276138627413788
26.0,Sandstorms,Low,0,motorcycle,0.0,No,,23,9.296531667508171
24.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,30,17.10252275797518
23.0,Windy,Low,1,scooter,1.0,No,Metropolitian,19,3.1380694073889375
36.0,Windy,Low,1,scooter,1.0,No,Metropolitian,27,1.5690347154047222
39.0,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,28,6.205591081602371
20.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,24,12.438452034187964
20.0,Cloudy,Jam,0,motorcycle,1.0,No,Urban,36,20.166286848244525
29.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,28,9.067759514407921
36.0,Fog,Medium,2,motorcycle,1.0,No,Urban,31,17.103104604488404
36.0,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,44,13.611105169020725
22.0,Windy,Low,1,scooter,1.0,No,Metropolitian,15,12.056968418188378
38.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33,10.704957546119868
39.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,30,7.5891604266051464
24.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,22,7.551948584727068
30.0,Fog,Low,0,motorcycle,0.0,No,Metropolitian,43,10.983241696284242
35.0,Fog,Medium,0,motorcycle,3.0,No,Metropolitian,48,13.8048731994065
33.0,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,19,13.941657178556085
39.0,Windy,Medium,1,motorcycle,1.0,No,Urban,21,10.900635211617388
31.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,44,12.099040609550995
37.0,Windy,Low,2,scooter,0.0,No,Metropolitian,26,1.5495096221395899
37.0,Windy,Low,1,scooter,1.0,No,Metropolitian,26,4.654256824131883
33.0,Windy,High,1,motorcycle,1.0,No,Metropolitian,31,1.5269331229167933
24.0,Stormy,Low,2,scooter,1.0,No,Urban,19,9.414207472710384
33.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,18,11.902924672838564
39.0,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,38,10.47279774286206
37.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,32,13.563852221699795
25.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,17,7.6696078159334125
28.0,Fog,Medium,1,scooter,1.0,No,Urban,11,9.177365744557306
38.0,Windy,High,2,motorcycle,1.0,No,Metropolitian,31,6.205474967025108
,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,43,10.41513064614557
31.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,25,9.308258482124039
25.0,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,22,9.164099415262326
35.0,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,43,10.858950700039014
39.0,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,42,10.550295445173377
38.0,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,42,12.082423061296744
35.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,34,4.647989333607506
29.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,17,2.9777179937144274
27.0,Stormy,Jam,1,scooter,0.0,No,Metropolitian,25,4.554150979429106
38.0,Sandstorms,Jam,0,motorcycle,1.0,Yes,Semi-Urban,54,13.962004343954739
36.0,Windy,Low,2,motorcycle,0.0,No,Metropolitian,21,10.625702124383546
26.0,Cloudy,High,1,motorcycle,,No,Metropolitian,34,6.136519522327368
26.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,36,13.41246037752413
36.0,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,17,9.30866211935528
21.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,16,1.4880598281966515
35.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,27,12.39395555693745
20.0,Fog,High,2,motorcycle,1.0,No,Metropolitian,26,6.205452508878913
23.0,Fog,Jam,0,motorcycle,2.0,Yes,Metropolitian,46,13.764250249667594
37.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,29,9.066849655818128
26.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,23,9.297076456518699
29.0,Sandstorms,Low,1,scooter,,No,Urban,11,12.142486110300894
26.0,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,28,16.61263581820452
29.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,25,9.177225998300313
29.0,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,11,3.0139588709850593
21.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,26,4.391724962431041
22.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23,3.1028522086456105
31.0,Fog,Medium,1,motorcycle,2.0,No,Metropolitian,39,11.902753837483976
20.0,Fog,Low,1,motorcycle,0.0,No,,11,3.1098846908757523
30.0,Stormy,Jam,2,electric_scooter,,No,Metropolitian,32,12.09895659021292
36.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,43,10.846831683111873
24.0,Fog,Medium,1,scooter,,No,Metropolitian,13,6.205738534229064
32.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,25,1.5513238067891462
25.0,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,27,9.294705791241629
27.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,29,6.136227883481779
32.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,33,10.845889966900735
23.0,Fog,Medium,1,motorcycle,1.0,No,Urban,19,6.197038931411321
39.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,33,20.141124436630037
20.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,28,9.414207472710384
20.0,Windy,Medium,2,electric_scooter,0.0,No,,15,11.905861749701417
29.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,29,4.488577625713805
26.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,18,20.827572697496162
25.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,14,1.5573379636752027
34.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,30,6.1983397369141935
31.0,Sunny,High,0,motorcycle,0.0,No,Metropolitian,28,6.1637986891740075
24.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,39,20.39744277518833
30.0,Cloudy,Medium,2,motorcycle,0.0,No,Metropolitian,30,13.805626960612091
36.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,36,19.351082464681625
36.0,Fog,Low,0,motorcycle,,No,Metropolitian,37,20.832850885767474
26.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,43,20.827407215133082
30.0,Sunny,Low,2,scooter,1.0,No,,29,16.635239139962547
20.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,25,4.707104052532131
33.0,Fog,Medium,2,electric_scooter,1.0,No,Urban,15,7.747301749382051
,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,24,10.983241696284242
34.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,39,13.743748712643285
36.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20,12.271931674508645
33.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,15,2.9810670001645097
22.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,16,16.760840661942968
38.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,19,1.529404811880711
27.0,Fog,Low,2,scooter,0.0,No,Metropolitian,20,12.396903135321507
32.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,25,10.43231016908222
26.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,43,12.396259636750276
29.0,Windy,Low,0,motorcycle,0.0,No,Urban,15,19.630777254614774
31.0,Sunny,Jam,0,motorcycle,0.0,No,Urban,29,12.43875210831113
28.0,Stormy,High,2,motorcycle,0.0,No,Metropolitian,14,6.135383422532994
21.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,11,8.918886685100235
21.0,Sandstorms,Low,0,motorcycle,,No,Metropolitian,19,7.774458242271917
30.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,29,12.552275755914396
29.0,Cloudy,Medium,2,motorcycle,1.0,No,Urban,11,5.98448470305908
20.0,Sunny,High,1,motorcycle,0.0,No,Metropolitian,14,1.5271543706841988
28.0,Windy,Low,0,motorcycle,0.0,No,Urban,15,13.713493498525082
25.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,16,10.687630840937478
,,,3,motorcycle,1.0,Yes,Urban,43,16.82376113749127
38.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,20,3.098689497995881
39.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,26,4.60191950861356
26.0,Windy,Medium,1,scooter,0.0,No,Metropolitian,26,9.107880591147302
33.0,Windy,Jam,1,motorcycle,0.0,No,Urban,43,10.883781468541267
24.0,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,25,9.074511964797063
24.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,28,6.2195799756053045
33.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,17,13.591743492034936
35.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,44,13.59160829724938
27.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,33,13.740852946327324
,Cloudy,Medium,1,scooter,1.0,No,Urban,19,7.74607909737689
29.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,15,4.648411816939903
34.0,Fog,Low,1,scooter,1.0,No,Metropolitian,27,19.321445595985512
20.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,25,2.9809448604628397
29.0,Sunny,High,1,motorcycle,1.0,No,Metropolitian,18,6.049870868802052
22.0,Stormy,Medium,2,scooter,0.0,No,Metropolitian,21,9.074580779980996
35.0,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,53,10.405169702130612
32.0,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,42,17.12927552767304
28.0,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,20,16.10037667090069
30.0,Fog,Low,1,scooter,0.0,No,Metropolitian,29,20.212363674870236
22.0,Stormy,Jam,2,scooter,0.0,No,Urban,15,17.042634005429182
36.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,30,7.774458242271917
23.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,28,19.731429221614068
22.0,Stormy,Low,2,motorcycle,1.0,No,,19,3.0206490444019702
29.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,15,19.807161975395392
34.0,Sandstorms,Jam,0,motorcycle,3.0,Yes,Urban,50,17.04198395713103
38.0,Stormy,High,0,motorcycle,1.0,Yes,Metropolitian,41,1.5496365009021706
35.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37,10.983241696284242
38.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,28,9.414207472710384
32.0,Cloudy,Medium,1,scooter,2.0,No,Metropolitian,35,10.271454968581779
20.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,27,10.845889966900735
25.0,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,43,12.393263757604263
29.0,Fog,Low,2,scooter,0.0,No,,12,8.927480425054231
32.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,31,6018.501935110026
39.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,39,20.39744277518833
31.0,Stormy,Jam,0,motorcycle,1.0,No,Urban,47,16.635381027246588
37.0,Fog,Low,0,motorcycle,1.0,No,Urban,26,7.589543265875354
36.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,31,13.172727967925633
37.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,42,20.8325750761678
,Stormy,Jam,2,scooter,0.0,No,Urban,12,16626.0500160344
38.0,Cloudy,High,2,scooter,,No,Metropolitian,25,6.219648077689977
37.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,39,11.891277192207232
21.0,Fog,Low,2,scooter,1.0,No,,21,13.66085535805377
35.0,Fog,Medium,2,electric_scooter,0.0,No,Metropolitian,18,4.464163123690884
22.0,Sandstorms,Jam,1,scooter,1.0,No,Urban,22,13.390793718689235
28.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,23,3.068202713082747
39.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,48,20.166286848244525
29.0,Windy,Low,1,scooter,0.0,No,Urban,13,12.395256759155643
39.0,Sandstorms,High,2,motorcycle,1.0,No,Metropolitian,32,3.0986894561589557
25.0,Sandstorms,Jam,2,electric_scooter,0.0,No,Urban,16,20.166027529984312
34.0,Cloudy,Medium,2,electric_scooter,0.0,No,Urban,19,4.664610877378366
22.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,18,3.099243404030397
27.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,27,10.431932813898785
28.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,25,10.692860419649529
32.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,31,4.664846958989862
,Fog,Jam,2,scooter,1.0,No,Metropolitian,39,16.577783315974713
27.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,20,10.737675922445108
35.0,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,38,12.216036309455992
22.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,19,4.654346370087346
35.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,17,4.707104052532131
30.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,24,1.5125517325861146
39.0,Fog,High,2,scooter,1.0,No,Urban,26,3.102782976271218
33.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,28,9.203603646445394
20.0,Sandstorms,Medium,2,scooter,1.0,No,Urban,16,12.235732851646777
20.0,Fog,Medium,2,motorcycle,0.0,No,Urban,17,4.707104052532131
34.0,Windy,Low,0,motorcycle,0.0,No,Urban,24,9.30832533364487
22.0,Windy,Medium,0,motorcycle,,No,Metropolitian,24,10.859713679362844
37.0,Stormy,High,2,scooter,1.0,No,Metropolitian,34,2.9767694453815867
20.0,Cloudy,Low,1,motorcycle,1.0,No,Urban,16,1.5276791467890163
33.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,26,7.5897674326727005
21.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,25,19.632314732102273
33.0,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,49,10.586671192788684
24.0,Windy,Medium,2,electric_scooter,0.0,No,Urban,24,12.395136598591078
36.0,Sandstorms,High,2,scooter,2.0,No,Metropolitian,32,3.1380694073889375
30.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,26,4.5811966822179055
32.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,24,13.805477310461844
28.0,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,16,19.9405019169733
21.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,27,19.351082464681625
39.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,25,3.047712417465363
32.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,26,3.0986894561589557
20.0,Sandstorms,Jam,1,scooter,1.0,No,Urban,25,9.163186792917154
,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26,4.707104052532131
36.0,Fog,Low,2,scooter,1.0,No,Urban,15,1.4884133108381385
28.0,Sunny,Low,1,scooter,1.0,No,Urban,18,3.099238091226209
32.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,30,7.648136370477106
39.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,46,17.042634005429182
30.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24,16.695410883026362
